step,junction_id,active_vehicles,avg_speed_kmh,avg_waiting_time_s,max_waiting_time_s,queue_length_m,halting_vehicles,previous_queue_m,queue_delta,signal_phase,time_of_day_s,future_queue_5min_m,will_congest_5min,run_id
603.0,J1,67,29.61,4.46,19.0,75.0,10,67.5,7.5,2,603.0,7.5,0,0
604.0,J2,66,29.81,4.88,20.0,90.0,12,82.5,7.5,2,604.0,0.0,0,0
604.0,J3,66,29.81,4.88,20.0,7.5,1,7.5,0.0,2,604.0,0.0,0,0
604.0,J1,66,29.81,4.88,20.0,75.0,10,67.5,7.5,2,604.0,0.0,0,0
605.0,J2,65,29.13,5.31,21.0,90.0,12,82.5,7.5,2,605.0,0.0,0,0
605.0,J3,65,29.13,5.31,21.0,7.5,1,7.5,0.0,2,605.0,0.0,0,0
605.0,J1,65,29.13,5.31,21.0,75.0,10,67.5,7.5,2,605.0,0.0,0,0
606.0,J2,65,29.28,5.66,22.0,90.0,12,90.0,0.0,2,606.0,0.0,0,0
606.0,J3,65,29.28,5.66,22.0,7.5,1,7.5,0.0,2,606.0,0.0,0,0
606.0,J1,65,29.28,5.66,22.0,75.0,10,75.0,0.0,2,606.0,0.0,0,0
607.0,J2,65,29.13,6.02,23.0,90.0,12,90.0,0.0,2,607.0,0.0,0,0
607.0,J3,65,29.13,6.02,23.0,7.5,1,7.5,0.0,2,607.0,0.0,0,0
607.0,J1,65,29.13,6.02,23.0,75.0,10,75.0,0.0,2,607.0,0.0,0,0
608.0,J2,65,29.26,6.37,24.0,90.0,12,90.0,0.0,2,608.0,0.0,0,0
608.0,J3,65,29.26,6.37,24.0,7.5,1,7.5,0.0,2,608.0,0.0,0,0
608.0,J1,65,29.26,6.37,24.0,75.0,10,75.0,0.0,2,608.0,0.0,0,0
609.0,J2,66,29.22,6.62,25.0,90.0,12,90.0,0.0,2,609.0,0.0,0,0
609.0,J3,66,29.22,6.62,25.0,7.5,1,7.5,0.0,2,609.0,0.0,0,0
609.0,J1,66,29.22,6.62,25.0,75.0,10,75.0,0.0,2,609.0,0.0,0,0
610.0,J2,66,28.76,6.97,26.0,90.0,12,90.0,0.0,2,610.0,0.0,0,0
610.0,J3,66,28.76,6.97,26.0,7.5,1,7.5,0.0,2,610.0,0.0,0,0
610.0,J1,66,28.76,6.97,26.0,75.0,10,75.0,0.0,2,610.0,0.0,0,0
611.0,J2,66,28.55,7.32,27.0,90.0,12,90.0,0.0,2,611.0,0.0,0,0
611.0,J3,66,28.55,7.32,27.0,7.5,1,7.5,0.0,2,611.0,0.0,0,0
611.0,J1,66,28.55,7.32,27.0,75.0,10,75.0,0.0,2,611.0,0.0,0,0
612.0,J2,67,28.73,7.39,28.0,90.0,12,90.0,0.0,2,612.0,0.0,0,0
612.0,J3,67,28.73,7.39,28.0,7.5,1,7.5,0.0,2,612.0,0.0,0,0
612.0,J1,67,28.73,7.39,28.0,75.0,10,75.0,0.0,2,612.0,0.0,0,0
613.0,J2,68,28.73,7.63,29.0,90.0,12,90.0,0.0,2,613.0,7.5,0,0
613.0,J3,68,28.73,7.63,29.0,7.5,1,7.5,0.0,2,613.0,0.0,0,0
613.0,J1,68,28.73,7.63,29.0,82.5,11,75.0,7.5,2,613.0,0.0,0,0
614.0,J2,68,28.9,7.99,30.0,90.0,12,90.0,0.0,2,614.0,7.5,0,0
614.0,J3,68,28.9,7.99,30.0,7.5,1,7.5,0.0,2,614.0,0.0,0,0
614.0,J1,68,28.9,7.99,30.0,82.5,11,75.0,7.5,2,614.0,0.0,0,0
615.0,J2,69,28.59,8.22,31.0,90.0,12,90.0,0.0,2,615.0,7.5,0,0
615.0,J3,69,28.59,8.22,31.0,7.5,1,7.5,0.0,2,615.0,0.0,0,0
615.0,J1,69,28.59,8.22,31.0,82.5,11,75.0,7.5,2,615.0,0.0,0,0
616.0,J2,69,27.78,8.57,32.0,90.0,12,90.0,0.0,2,616.0,7.5,0,0
616.0,J3,69,27.78,8.57,32.0,7.5,1,7.5,0.0,2,616.0,0.0,0,0
616.0,J1,69,27.78,8.57,32.0,82.5,11,75.0,7.5,2,616.0,7.5,0,0
617.0,J2,69,26.99,8.91,33.0,90.0,12,90.0,0.0,2,617.0,7.5,0,0
617.0,J3,69,26.99,8.91,33.0,7.5,1,7.5,0.0,2,617.0,0.0,0,0
617.0,J1,69,26.99,8.91,33.0,82.5,11,75.0,7.5,2,617.0,7.5,0,0
618.0,J2,69,25.65,9.3,34.0,90.0,12,90.0,0.0,2,618.0,7.5,0,0
618.0,J3,69,25.65,9.3,34.0,22.5,3,7.5,15.0,2,618.0,0.0,0,0
618.0,J1,69,25.65,9.3,34.0,90.0,12,82.5,7.5,2,618.0,7.5,0,0
619.0,J2,67,23.74,9.99,35.0,90.0,12,90.0,0.0,2,619.0,7.5,0,0
619.0,J3,67,23.74,9.99,35.0,22.5,3,7.5,15.0,2,619.0,0.0,0,0
619.0,J1,67,23.74,9.99,35.0,90.0,12,82.5,7.5,2,619.0,7.5,0,0
620.0,J2,65,22.54,10.72,36.0,90.0,12,90.0,0.0,2,620.0,7.5,0,0
620.0,J3,65,22.54,10.72,36.0,30.0,4,7.5,22.5,2,620.0,0.0,0,0
620.0,J1,65,22.54,10.72,36.0,90.0,12,82.5,7.5,2,620.0,7.5,0,0
621.0,J2,63,21.88,11.52,37.0,90.0,12,90.0,0.0,2,621.0,15.0,0,0
621.0,J3,63,21.88,11.52,37.0,30.0,4,7.5,22.5,2,621.0,0.0,0,0
621.0,J1,63,21.88,11.52,37.0,97.5,13,82.5,15.0,2,621.0,7.5,0,0
622.0,J2,63,21.61,12.03,38.0,90.0,12,90.0,0.0,2,622.0,15.0,0,0
622.0,J3,63,21.61,12.03,38.0,45.0,6,7.5,37.5,2,622.0,0.0,0,0
622.0,J1,63,21.61,12.03,38.0,105.0,14,82.5,22.5,2,622.0,7.5,0,0
623.0,J2,63,21.37,12.54,39.0,90.0,12,90.0,0.0,2,623.0,15.0,0,0
623.0,J3,63,21.37,12.54,39.0,45.0,6,22.5,22.5,2,623.0,0.0,0,0
623.0,J1,63,21.37,12.54,39.0,105.0,14,90.0,15.0,2,623.0,7.5,0,0
624.0,J2,64,21.69,12.84,40.0,90.0,12,90.0,0.0,2,624.0,22.5,0,0
624.0,J3,64,21.69,12.84,40.0,45.0,6,22.5,22.5,2,624.0,0.0,0,0
624.0,J1,64,21.69,12.84,40.0,105.0,14,90.0,15.0,2,624.0,15.0,0,0
625.0,J2,64,21.73,13.36,41.0,90.0,12,90.0,0.0,2,625.0,22.5,0,0
625.0,J3,64,21.73,13.36,41.0,52.5,7,30.0,22.5,2,625.0,0.0,0,0
625.0,J1,64,21.73,13.36,41.0,105.0,14,90.0,15.0,2,625.0,15.0,0,0
626.0,J2,63,21.4,14.1,42.0,90.0,12,90.0,0.0,2,626.0,22.5,0,0
626.0,J3,63,21.4,14.1,42.0,52.5,7,30.0,22.5,2,626.0,0.0,0,0
626.0,J1,63,21.4,14.1,42.0,105.0,14,97.5,7.5,2,626.0,15.0,0,0
627.0,J2,60,20.15,15.35,43.0,90.0,12,90.0,0.0,2,627.0,22.5,0,0
627.0,J3,60,20.15,15.35,43.0,52.5,7,45.0,7.5,2,627.0,0.0,0,0
627.0,J1,60,20.15,15.35,43.0,105.0,14,105.0,0.0,2,627.0,15.0,0,0
628.0,J2,60,19.82,15.9,44.0,90.0,12,90.0,0.0,3,628.0,22.5,0,0
628.0,J3,60,19.82,15.9,44.0,52.5,7,45.0,7.5,3,628.0,0.0,0,0
628.0,J1,60,19.82,15.9,44.0,105.0,14,105.0,0.0,3,628.0,15.0,0,0
629.0,J2,59,19.39,16.73,45.0,90.0,12,90.0,0.0,3,629.0,22.5,0,0
629.0,J3,59,19.39,16.73,45.0,52.5,7,45.0,7.5,3,629.0,0.0,0,0
629.0,J1,59,19.39,16.73,45.0,105.0,14,105.0,0.0,3,629.0,15.0,0,0
630.0,J2,59,19.16,17.29,46.0,90.0,12,90.0,0.0,3,630.0,22.5,0,0
630.0,J3,59,19.16,17.29,46.0,52.5,7,52.5,0.0,3,630.0,0.0,0,0
630.0,J1,59,19.16,17.29,46.0,105.0,14,105.0,0.0,3,630.0,15.0,0,0
631.0,J2,61,21.9,8.08,43.0,45.0,6,90.0,-45.0,0,631.0,22.5,0,0
631.0,J3,61,21.9,8.08,43.0,7.5,1,52.5,-45.0,0,631.0,0.0,0,0
631.0,J1,61,21.9,8.08,43.0,67.5,9,105.0,-37.5,0,631.0,15.0,0,0
632.0,J2,62,25.22,2.44,41.0,7.5,1,90.0,-82.5,0,632.0,22.5,0,0
632.0,J3,62,25.22,2.44,41.0,0.0,0,52.5,-52.5,0,632.0,0.0,0,0
632.0,J1,62,25.22,2.44,41.0,37.5,5,105.0,-67.5,0,632.0,15.0,0,0
633.0,J2,62,27.88,0.4,13.0,0.0,0,90.0,-90.0,0,633.0,30.0,0,0
633.0,J3,62,27.88,0.4,13.0,0.0,0,52.5,-52.5,0,633.0,0.0,0,0
633.0,J1,62,27.88,0.4,13.0,15.0,2,105.0,-90.0,0,633.0,15.0,0,0
634.0,J2,60,30.44,0.02,1.0,7.5,1,90.0,-82.5,0,634.0,30.0,0,0
634.0,J3,60,30.44,0.02,1.0,0.0,0,52.5,-52.5,0,634.0,0.0,0,0
634.0,J1,60,30.44,0.02,1.0,0.0,0,105.0,-105.0,0,634.0,15.0,0,0
635.0,J2,63,34.23,0.03,2.0,7.5,1,90.0,-82.5,0,635.0,30.0,0,0
635.0,J3,63,34.23,0.03,2.0,0.0,0,52.5,-52.5,0,635.0,0.0,0,0
635.0,J1,63,34.23,0.03,2.0,0.0,0,105.0,-105.0,0,635.0,15.0,0,0
636.0,J2,63,37.19,0.05,3.0,7.5,1,45.0,-37.5,0,636.0,30.0,0,0
636.0,J3,63,37.19,0.05,3.0,0.0,0,7.5,-7.5,0,636.0,0.0,0,0
636.0,J1,63,37.19,0.05,3.0,0.0,0,67.5,-67.5,0,636.0,15.0,0,0
637.0,J2,67,40.47,0.06,4.0,7.5,1,7.5,0.0,0,637.0,30.0,0,0
637.0,J3,67,40.47,0.06,4.0,0.0,0,0.0,0.0,0,637.0,0.0,0,0
637.0,J1,67,40.47,0.06,4.0,0.0,0,37.5,-37.5,0,637.0,15.0,0,0
638.0,J2,66,40.57,0.09,5.0,7.5,1,0.0,7.5,0,638.0,30.0,0,0
638.0,J3,66,40.57,0.09,5.0,0.0,0,0.0,0.0,0,638.0,0.0,0,0
638.0,J1,66,40.57,0.09,5.0,7.5,1,15.0,-7.5,0,638.0,15.0,0,0
639.0,J2,65,40.89,0.12,6.0,7.5,1,7.5,0.0,0,639.0,30.0,0,0
639.0,J3,65,40.89,0.12,6.0,0.0,0,0.0,0.0,0,639.0,0.0,0,0
639.0,J1,65,40.89,0.12,6.0,7.5,1,0.0,7.5,0,639.0,15.0,0,0
640.0,J2,68,41.35,0.16,7.0,7.5,1,7.5,0.0,0,640.0,30.0,0,0
640.0,J3,68,41.35,0.16,7.0,0.0,0,0.0,0.0,0,640.0,0.0,0,0
640.0,J1,68,41.35,0.16,7.0,15.0,2,0.0,15.0,0,640.0,15.0,0,0
641.0,J2,68,41.66,0.22,8.0,15.0,2,7.5,7.5,0,641.0,30.0,0,0
641.0,J3,68,41.66,0.22,8.0,0.0,0,0.0,0.0,0,641.0,0.0,0,0
641.0,J1,68,41.66,0.22,8.0,15.0,2,0.0,15.0,0,641.0,15.0,0,0
642.0,J2,67,41.47,0.28,9.0,15.0,2,7.5,7.5,0,642.0,30.0,0,0
642.0,J3,67,41.47,0.28,9.0,0.0,0,0.0,0.0,0,642.0,0.0,0,0
642.0,J1,67,41.47,0.28,9.0,15.0,2,0.0,15.0,0,642.0,15.0,0,0
643.0,J2,67,41.74,0.34,10.0,15.0,2,7.5,7.5,0,643.0,30.0,0,0
643.0,J3,67,41.74,0.34,10.0,0.0,0,0.0,0.0,0,643.0,0.0,0,0
643.0,J1,67,41.74,0.34,10.0,15.0,2,7.5,7.5,0,643.0,15.0,0,0
644.0,J2,67,41.68,0.42,11.0,22.5,3,7.5,15.0,0,644.0,30.0,0,0
644.0,J3,67,41.68,0.42,11.0,0.0,0,0.0,0.0,0,644.0,0.0,0,0
644.0,J1,67,41.68,0.42,11.0,15.0,2,7.5,7.5,0,644.0,15.0,0,0
645.0,J2,68,41.45,0.49,12.0,22.5,3,7.5,15.0,0,645.0,37.5,1,0
645.0,J3,68,41.45,0.49,12.0,0.0,0,0.0,0.0,0,645.0,0.0,0,0
645.0,J1,68,41.45,0.49,12.0,15.0,2,15.0,0.0,0,645.0,15.0,0,0
646.0,J2,66,41.27,0.58,13.0,22.5,3,15.0,7.5,0,646.0,15.0,0,0
646.0,J3,66,41.27,0.58,13.0,0.0,0,0.0,0.0,0,646.0,0.0,0,0
646.0,J1,66,41.27,0.58,13.0,15.0,2,15.0,0.0,0,646.0,0.0,0,0
647.0,J2,67,41.56,0.64,14.0,22.5,3,15.0,7.5,0,647.0,15.0,0,0
647.0,J3,67,41.56,0.64,14.0,0.0,0,0.0,0.0,0,647.0,0.0,0,0
647.0,J1,67,41.56,0.64,14.0,15.0,2,15.0,0.0,0,647.0,7.5,0,0
648.0,J2,67,41.08,0.72,15.0,22.5,3,15.0,7.5,0,648.0,15.0,0,0
648.0,J3,67,41.08,0.72,15.0,0.0,0,0.0,0.0,0,648.0,22.5,0,0
648.0,J1,67,41.08,0.72,15.0,15.0,2,15.0,0.0,0,648.0,22.5,0,0
649.0,J2,68,41.25,0.78,16.0,22.5,3,22.5,0.0,0,649.0,30.0,0,0
649.0,J3,68,41.25,0.78,16.0,0.0,0,0.0,0.0,0,649.0,22.5,0,0
649.0,J1,68,41.25,0.78,16.0,15.0,2,15.0,0.0,0,649.0,45.0,1,0
650.0,J2,68,40.93,0.85,17.0,22.5,3,22.5,0.0,0,650.0,37.5,1,0
650.0,J3,68,40.93,0.85,17.0,0.0,0,0.0,0.0,0,650.0,22.5,0,0
650.0,J1,68,40.93,0.85,17.0,15.0,2,15.0,0.0,0,650.0,45.0,1,0
651.0,J2,68,41.39,0.94,18.0,22.5,3,22.5,0.0,0,651.0,37.5,1,0
651.0,J3,68,41.39,0.94,18.0,0.0,0,0.0,0.0,0,651.0,30.0,0,0
651.0,J1,68,41.39,0.94,18.0,22.5,3,15.0,7.5,0,651.0,45.0,1,0
652.0,J2,68,41.24,1.03,19.0,22.5,3,22.5,0.0,0,652.0,37.5,1,0
652.0,J3,68,41.24,1.03,19.0,0.0,0,0.0,0.0,0,652.0,37.5,1,0
652.0,J1,68,41.24,1.03,19.0,22.5,3,15.0,7.5,0,652.0,52.5,1,0
653.0,J2,68,41.04,1.12,20.0,22.5,3,22.5,0.0,0,653.0,37.5,1,0
653.0,J3,68,41.04,1.12,20.0,0.0,0,0.0,0.0,0,653.0,37.5,1,0
653.0,J1,68,41.04,1.12,20.0,22.5,3,15.0,7.5,0,653.0,52.5,1,0
654.0,J2,70,41.1,1.17,21.0,22.5,3,22.5,0.0,0,654.0,52.5,1,0
654.0,J3,70,41.1,1.17,21.0,0.0,0,0.0,0.0,0,654.0,45.0,1,0
654.0,J1,70,41.1,1.17,21.0,22.5,3,15.0,7.5,0,654.0,60.0,1,0
655.0,J2,72,41.39,1.22,22.0,22.5,3,22.5,0.0,0,655.0,60.0,1,0
655.0,J3,72,41.39,1.22,22.0,0.0,0,0.0,0.0,0,655.0,52.5,1,0
655.0,J1,72,41.39,1.22,22.0,22.5,3,15.0,7.5,0,655.0,60.0,1,0
656.0,J2,73,41.29,1.29,23.0,22.5,3,22.5,0.0,0,656.0,67.5,1,0
656.0,J3,73,41.29,1.29,23.0,0.0,0,0.0,0.0,0,656.0,67.5,1,0
656.0,J1,73,41.29,1.29,23.0,22.5,3,22.5,0.0,0,656.0,60.0,1,0
657.0,J2,73,41.0,1.37,24.0,22.5,3,22.5,0.0,0,657.0,75.0,1,0
657.0,J3,73,41.0,1.37,24.0,0.0,0,0.0,0.0,0,657.0,67.5,1,0
657.0,J1,73,41.0,1.37,24.0,22.5,3,22.5,0.0,0,657.0,60.0,1,0
658.0,J2,73,41.37,1.45,25.0,22.5,3,22.5,0.0,0,658.0,82.5,1,0
658.0,J3,73,41.37,1.45,25.0,0.0,0,0.0,0.0,0,658.0,67.5,1,0
658.0,J1,73,41.37,1.45,25.0,22.5,3,22.5,0.0,0,658.0,60.0,1,0
659.0,J2,74,41.36,1.51,26.0,22.5,3,22.5,0.0,0,659.0,82.5,1,0
659.0,J3,74,41.36,1.51,26.0,0.0,0,0.0,0.0,0,659.0,67.5,1,0
659.0,J1,74,41.36,1.51,26.0,22.5,3,22.5,0.0,0,659.0,60.0,1,0
660.0,J2,74,41.44,1.59,27.0,22.5,3,22.5,0.0,0,660.0,90.0,1,0
660.0,J3,74,41.44,1.59,27.0,0.0,0,0.0,0.0,0,660.0,75.0,1,0
660.0,J1,74,41.44,1.59,27.0,22.5,3,22.5,0.0,0,660.0,60.0,1,0
661.0,J2,74,41.15,1.68,28.0,22.5,3,22.5,0.0,0,661.0,90.0,1,0
661.0,J3,74,41.15,1.68,28.0,0.0,0,0.0,0.0,0,661.0,75.0,1,0
661.0,J1,74,41.15,1.68,28.0,22.5,3,22.5,0.0,0,661.0,60.0,1,0
662.0,J2,73,41.35,1.78,29.0,22.5,3,22.5,0.0,0,662.0,90.0,1,0
662.0,J3,73,41.35,1.78,29.0,0.0,0,0.0,0.0,0,662.0,75.0,1,0
662.0,J1,73,41.35,1.78,29.0,22.5,3,22.5,0.0,0,662.0,60.0,1,0
663.0,J2,74,41.29,1.84,30.0,22.5,3,22.5,0.0,0,663.0,90.0,1,0
663.0,J3,74,41.29,1.84,30.0,0.0,0,0.0,0.0,0,663.0,75.0,1,0
663.0,J1,74,41.29,1.84,30.0,22.5,3,22.5,0.0,0,663.0,60.0,1,0
664.0,J2,74,41.25,1.92,31.0,22.5,3,22.5,0.0,0,664.0,90.0,1,0
664.0,J3,74,41.25,1.92,31.0,0.0,0,0.0,0.0,0,664.0,75.0,1,0
664.0,J1,74,41.25,1.92,31.0,22.5,3,22.5,0.0,0,664.0,60.0,1,0
665.0,J2,75,41.34,1.97,32.0,22.5,3,22.5,0.0,0,665.0,90.0,1,0
665.0,J3,75,41.34,1.97,32.0,0.0,0,0.0,0.0,0,665.0,75.0,1,0
665.0,J1,75,41.34,1.97,32.0,22.5,3,22.5,0.0,0,665.0,60.0,1,0
666.0,J2,76,41.48,2.03,33.0,22.5,3,22.5,0.0,0,666.0,90.0,1,0
666.0,J3,76,41.48,2.03,33.0,0.0,0,0.0,0.0,0,666.0,75.0,1,0
666.0,J1,76,41.48,2.03,33.0,22.5,3,22.5,0.0,0,666.0,67.5,1,0
667.0,J2,77,41.39,2.08,34.0,22.5,3,22.5,0.0,0,667.0,90.0,1,0
667.0,J3,77,41.39,2.08,34.0,0.0,0,0.0,0.0,0,667.0,75.0,1,0
667.0,J1,77,41.39,2.08,34.0,22.5,3,22.5,0.0,0,667.0,75.0,1,0
668.0,J2,77,41.33,2.16,35.0,22.5,3,22.5,0.0,0,668.0,90.0,1,0
668.0,J3,77,41.33,2.16,35.0,0.0,0,0.0,0.0,0,668.0,75.0,1,0
668.0,J1,77,41.33,2.16,35.0,22.5,3,22.5,0.0,0,668.0,75.0,1,0
669.0,J2,77,40.92,2.23,36.0,22.5,3,22.5,0.0,0,669.0,97.5,1,0
669.0,J3,77,40.92,2.23,36.0,0.0,0,0.0,0.0,0,669.0,75.0,1,0
669.0,J1,77,40.92,2.23,36.0,22.5,3,22.5,0.0,0,669.0,75.0,1,0
670.0,J2,77,40.8,2.31,37.0,22.5,3,22.5,0.0,0,670.0,97.5,1,0
670.0,J3,77,40.8,2.31,37.0,0.0,0,0.0,0.0,0,670.0,82.5,1,0
670.0,J1,77,40.8,2.31,37.0,22.5,3,22.5,0.0,0,670.0,82.5,1,0
671.0,J2,77,39.97,2.39,38.0,22.5,3,22.5,0.0,0,671.0,105.0,1,0
671.0,J3,77,39.97,2.39,38.0,0.0,0,0.0,0.0,0,671.0,82.5,1,0
671.0,J1,77,39.97,2.39,38.0,22.5,3,22.5,0.0,0,671.0,82.5,1,0
672.0,J2,72,39.03,2.65,39.0,30.0,4,22.5,7.5,0,672.0,112.5,1,0
672.0,J3,72,39.03,2.65,39.0,0.0,0,0.0,0.0,0,672.0,82.5,1,0
672.0,J1,72,39.03,2.65,39.0,22.5,3,22.5,0.0,0,672.0,82.5,1,0
673.0,J2,72,38.56,2.76,40.0,37.5,5,22.5,15.0,1,673.0,112.5,1,0
673.0,J3,72,38.56,2.76,40.0,0.0,0,0.0,0.0,1,673.0,82.5,1,0
673.0,J1,72,38.56,2.76,40.0,22.5,3,22.5,0.0,1,673.0,90.0,1,0
674.0,J2,71,37.51,2.92,41.0,37.5,5,22.5,15.0,1,674.0,105.0,1,0
674.0,J3,71,37.51,2.92,41.0,0.0,0,0.0,0.0,1,674.0,82.5,1,0
674.0,J1,71,37.51,2.92,41.0,22.5,3,22.5,0.0,1,674.0,90.0,1,0
675.0,J2,69,35.96,3.13,42.0,45.0,6,22.5,22.5,1,675.0,120.0,1,0
675.0,J3,69,35.96,3.13,42.0,0.0,0,0.0,0.0,1,675.0,82.5,1,0
675.0,J1,69,35.96,3.13,42.0,22.5,3,22.5,0.0,1,675.0,90.0,1,0
676.0,J2,68,34.8,0.93,33.0,15.0,2,22.5,-7.5,2,676.0,120.0,1,0
676.0,J3,68,34.8,0.93,33.0,0.0,0,0.0,0.0,2,676.0,82.5,1,0
676.0,J1,68,34.8,0.93,33.0,7.5,1,22.5,-15.0,2,676.0,90.0,1,0
677.0,J2,68,34.87,0.01,1.0,0.0,0,30.0,-30.0,2,677.0,120.0,1,0
677.0,J3,68,34.87,0.01,1.0,0.0,0,0.0,0.0,2,677.0,82.5,1,0
677.0,J1,68,34.87,0.01,1.0,7.5,1,22.5,-15.0,2,677.0,90.0,1,0
678.0,J2,69,35.18,0.04,2.0,0.0,0,37.5,-37.5,2,678.0,120.0,1,0
678.0,J3,69,35.18,0.04,2.0,7.5,1,0.0,7.5,2,678.0,82.5,1,0
678.0,J1,69,35.18,0.04,2.0,7.5,1,22.5,-15.0,2,678.0,90.0,1,0
679.0,J2,67,35.57,0.1,3.0,0.0,0,37.5,-37.5,2,679.0,120.0,1,0
679.0,J3,67,35.57,0.1,3.0,15.0,2,0.0,15.0,2,679.0,82.5,1,0
679.0,J1,67,35.57,0.1,3.0,15.0,2,22.5,-7.5,2,679.0,90.0,1,0
680.0,J2,66,35.75,0.2,4.0,7.5,1,45.0,-37.5,2,680.0,120.0,1,0
680.0,J3,66,35.75,0.2,4.0,22.5,3,0.0,22.5,2,680.0,90.0,1,0
680.0,J1,66,35.75,0.2,4.0,15.0,2,22.5,-7.5,2,680.0,90.0,1,0
681.0,J2,66,36.21,0.3,5.0,7.5,1,15.0,-7.5,2,681.0,120.0,1,0
681.0,J3,66,36.21,0.3,5.0,30.0,4,0.0,30.0,2,681.0,90.0,1,0
681.0,J1,66,36.21,0.3,5.0,15.0,2,7.5,7.5,2,681.0,97.5,1,0
682.0,J2,66,36.98,0.42,6.0,15.0,2,0.0,15.0,2,682.0,120.0,1,0
682.0,J3,66,36.98,0.42,6.0,30.0,4,0.0,30.0,2,682.0,105.0,1,0
682.0,J1,66,36.98,0.42,6.0,15.0,2,7.5,7.5,2,682.0,97.5,1,0
683.0,J2,68,36.86,0.54,7.0,15.0,2,0.0,15.0,2,683.0,120.0,1,0
683.0,J3,68,36.86,0.54,7.0,37.5,5,7.5,30.0,2,683.0,105.0,1,0
683.0,J1,68,36.86,0.54,7.0,15.0,2,7.5,7.5,2,683.0,97.5,1,0
684.0,J2,68,36.75,0.69,8.0,15.0,2,0.0,15.0,2,684.0,120.0,1,0
684.0,J3,68,36.75,0.69,8.0,45.0,6,15.0,30.0,2,684.0,105.0,1,0
684.0,J1,68,36.75,0.69,8.0,15.0,2,15.0,0.0,2,684.0,97.5,1,0
685.0,J2,69,36.81,0.84,9.0,22.5,3,7.5,15.0,2,685.0,120.0,1,0
685.0,J3,69,36.81,0.84,9.0,45.0,6,22.5,22.5,2,685.0,105.0,1,0
685.0,J1,69,36.81,0.84,9.0,15.0,2,15.0,0.0,2,685.0,97.5,1,0
686.0,J2,69,35.95,1.01,10.0,22.5,3,7.5,15.0,2,686.0,120.0,1,0
686.0,J3,69,35.95,1.01,10.0,45.0,6,30.0,15.0,2,686.0,105.0,1,0
686.0,J1,69,35.95,1.01,10.0,22.5,3,15.0,7.5,2,686.0,97.5,1,0
687.0,J2,70,35.73,1.2,11.0,22.5,3,15.0,7.5,2,687.0,120.0,1,0
687.0,J3,70,35.73,1.2,11.0,60.0,8,30.0,30.0,2,687.0,105.0,1,0
687.0,J1,70,35.73,1.2,11.0,22.5,3,15.0,7.5,2,687.0,97.5,1,0
688.0,J2,70,34.73,1.4,12.0,22.5,3,15.0,7.5,2,688.0,120.0,1,0
688.0,J3,70,34.73,1.4,12.0,60.0,8,37.5,22.5,2,688.0,105.0,1,0
688.0,J1,70,34.73,1.4,12.0,22.5,3,15.0,7.5,2,688.0,97.5,1,0
689.0,J2,71,34.52,1.59,13.0,22.5,3,15.0,7.5,2,689.0,120.0,1,0
689.0,J3,71,34.52,1.59,13.0,60.0,8,45.0,15.0,2,689.0,105.0,1,0
689.0,J1,71,34.52,1.59,13.0,30.0,4,15.0,15.0,2,689.0,97.5,1,0
690.0,J2,72,34.46,1.79,14.0,30.0,4,22.5,7.5,2,690.0,120.0,1,0
690.0,J3,72,34.46,1.79,14.0,60.0,8,45.0,15.0,2,690.0,105.0,1,0
690.0,J1,72,34.46,1.79,14.0,30.0,4,15.0,15.0,2,690.0,97.5,1,0
691.0,J2,72,33.35,2.01,15.0,30.0,4,22.5,7.5,2,691.0,75.0,1,0
691.0,J3,72,33.35,2.01,15.0,60.0,8,45.0,15.0,2,691.0,67.5,1,0
691.0,J1,72,33.35,2.01,15.0,30.0,4,22.5,7.5,2,691.0,52.5,1,0
692.0,J2,73,32.73,2.22,16.0,37.5,5,22.5,15.0,2,692.0,30.0,0,0
692.0,J3,73,32.73,2.22,16.0,60.0,8,60.0,0.0,2,692.0,30.0,0,0
692.0,J1,73,32.73,2.22,16.0,30.0,4,22.5,7.5,2,692.0,15.0,0,0
693.0,J2,72,32.18,2.5,17.0,45.0,6,22.5,22.5,2,693.0,7.5,0,0
693.0,J3,72,32.18,2.5,17.0,60.0,8,60.0,0.0,2,693.0,7.5,0,0
693.0,J1,72,32.18,2.5,17.0,30.0,4,22.5,7.5,2,693.0,0.0,0,0
694.0,J2,72,31.77,2.78,18.0,45.0,6,22.5,22.5,2,694.0,7.5,0,0
694.0,J3,72,31.77,2.78,18.0,60.0,8,60.0,0.0,2,694.0,7.5,0,0
694.0,J1,72,31.77,2.78,18.0,45.0,6,30.0,15.0,2,694.0,0.0,0,0
695.0,J2,73,31.87,3.03,19.0,45.0,6,30.0,15.0,2,695.0,7.5,0,0
695.0,J3,73,31.87,3.03,19.0,60.0,8,60.0,0.0,2,695.0,7.5,0,0
695.0,J1,73,31.87,3.03,19.0,52.5,7,30.0,22.5,2,695.0,0.0,0,0
696.0,J2,73,31.21,3.32,20.0,45.0,6,30.0,15.0,2,696.0,15.0,0,0
696.0,J3,73,31.21,3.32,20.0,60.0,8,60.0,0.0,2,696.0,7.5,0,0
696.0,J1,73,31.21,3.32,20.0,52.5,7,30.0,22.5,2,696.0,0.0,0,0
697.0,J2,73,30.92,3.62,21.0,52.5,7,37.5,15.0,2,697.0,7.5,0,0
697.0,J3,73,30.92,3.62,21.0,60.0,8,60.0,0.0,2,697.0,7.5,0,0
